Receipt No,Receipt Date,  Order No,  Order Date,Warehouse,Item Description,Unit,Delivery Note Qty,Receipt Qty,Reworkable Qty,Rejected Qty,Rate,Value
RCPT0000001514,25/09/2015,FGR001730,25/09/2015,FINISHED GOODS - SEC,CU0.6MPFINEPT-90,KG,0.00,154.00,0.00,0.00,470.00,72380.00
RCPT0000001514,25/09/2015,FGR001730,25/09/2015,FINISHED GOODS - SEC,CU0.8DCFINEPT-90,KG,0.00,716.00,0.00,0.00,480.00,343680.00
RCPT0000001514,25/09/2015,FGR001730,25/09/2015,FINISHED GOODS - SEC,CU0.85DCMEDPT-90,KG,0.00,732.00,0.00,0.00,480.00,351360.00
RCPT0000001515,26/09/2015,FGR001731,26/09/2015,FINISHED GOODS - SEC,CU0.9DCMEDPT-45,KG,0.00,558.80,0.00,0.00,480.00,268226.40
RCPT0000001516,26/09/2015,FGR001732,26/09/2015,FINISHED GOODS - SEC,CU30DCMEDPT-25,KG,0.00,421.51,0.00,0.00,460.00,193894.60
RCPT0000001516,26/09/2015,FGR001732,26/09/2015,FINISHED GOODS - SEC,CU20HCMEDM-266,KG,0.00,139.61,0.00,0.00,500.00,69805.00
RCPT0000001516,26/09/2015,FGR001732,26/09/2015,FINISHED GOODS - SEC,CU1.1HCMEDM-266,KG,0.00,421.33,0.00,0.00,475.00,200131.75
RCPT0000001516,26/09/2015,FGR001732,26/09/2015,FINISHED GOODS - SEC,CU34MPMEDPT-10,KG,0.00,271.26,0.00,0.00,470.00,127494.55
RCPT0000001517,26/09/2015,FGR001733,26/09/2015,FINISHED GOODS - SEC,CU0.55DCMEDPT-90,KG,0.00,1169.75,0.00,0.00,480.00,561480.00
RCPT0000001517,26/09/2015,FGR001733,26/09/2015,FINISHED GOODS - SEC,CU0.6DCMEDPT-90,KG,0.00,731.39,0.00,0.00,480.00,351067.20
RCPT0000001518,26/09/2015,FGR001734,26/09/2015,FINISHED GOODS - SEC,CU22MPMEDM-266,KG,0.00,441.55,0.00,0.00,470.00,207528.50
RCPT0000001518,26/09/2015,FGR001734,26/09/2015,FINISHED GOODS - SEC,CU23MPMEDPT-25,KG,0.00,356.30,0.00,0.00,470.00,167458.65
RCPT0000001518,26/09/2015,FGR001734,26/09/2015,FINISHED GOODS - SEC,CU0.27SSFINEPT-10,KG,0.00,414.40,0.00,0.00,490.00,203056.00
RCPT0000001518,26/09/2015,FGR001734,26/09/2015,FINISHED GOODS - SEC,CU0.15*2SSFINEPT-,KG,0.00,18.97,0.00,0.00,500.00,9485.00
RCPT0000001518,26/09/2015,FGR001734,26/09/2015,FINISHED GOODS - SEC,CU0.15*3SSFINEPT-,KG,0.00,110.74,0.00,0.00,500.00,55370.00
RCPT0000001519,26/09/2015,FGR001735,26/09/2015,FINISHED GOODS - SEC,CU0.7MPMEDPT-90,KG,0.00,1394.00,0.00,0.00,470.00,655180.00
RCPT0000001519,26/09/2015,FGR001735,26/09/2015,FINISHED GOODS - SEC,CU0.83DCFINEPT-90,KG,0.00,1868.00,0.00,0.00,480.00,896640.00
RCPT0000001519,26/09/2015,FGR001735,26/09/2015,FINISHED GOODS - SEC,CU1.15DCFINEPT-,KG,0.00,187.00,0.00,0.00,480.00,89760.00
RCPT0000001519,26/09/2015,FGR001735,26/09/2015,FINISHED GOODS - SEC,CU1.9MPMEDPT-180,KG,0.00,179.00,0.00,0.00,470.00,84130.00
RCPT0000001520,26/09/2015,FGR001736,26/09/2015,FINISHED GOODS - SEC,CU30SSMEDPT-10,KG,0.00,79.57,0.00,0.00,490.00,38989.30
RCPT0000001521,26/09/2015,FGR001737,26/09/2015,FINISHED GOODS - SEC,CU2.24MCMEDPT-90,KG,0.00,741.58,0.00,0.00,490.00,363376.65
RCPT0000001521,26/09/2015,FGR001737,26/09/2015,FINISHED GOODS - SEC,CU0.87DCFINEPT-,KG,0.00,1206.18,0.00,0.00,480.00,578966.40
RCPT0000001522,26/09/2015,FGR001740,26/09/2015,FINISHED GOODS - SEC,CU0.71SSMEDPT-25,KG,0.00,1185.12,0.00,0.00,490.00,580711.25
RCPT0000001523,27/09/2015,FGR001741,27/09/2015,FINISHED GOODS - SEC,CU0.9DCMEDPT-90,KG,0.00,771.00,0.00,0.00,480.00,370080.00
RCPT0000001523,27/09/2015,FGR001741,27/09/2015,FINISHED GOODS - SEC,CU0.8DCMEDPT-90,KG,0.00,574.18,0.00,0.00,460.00,264120.50
RCPT0000001523,27/09/2015,FGR001741,27/09/2015,FINISHED GOODS - SEC,CU0.35MCFINEPT-90,KG,0.00,156.10,0.00,0.00,490.00,76489.00
RCPT0000001523,27/09/2015,FGR001741,27/09/2015,FINISHED GOODS - SEC,CU0.45DCFINEPT-90,KG,0.00,158.69,0.00,0.00,480.00,76171.20
RCPT0000001523,27/09/2015,FGR001741,27/09/2015,FINISHED GOODS - SEC,CU0.5DCFINEPT-90,KG,0.00,66.10,0.00,0.00,490.00,32391.45
RCPT0000001523,27/09/2015,FGR001741,27/09/2015,FINISHED GOODS - SEC,CU0.7MPMEDPT-90,KG,0.00,246.00,0.00,0.00,470.00,115620.00
RCPT0000001523,27/09/2015,FGR001741,27/09/2015,FINISHED GOODS - SEC,CU0.55MCFINEPT-45,KG,0.00,1098.89,0.00,0.00,230.00,252744.70
RCPT0000001523,27/09/2015,FGR001741,27/09/2015,FINISHED GOODS - SEC,CU1DCMEDPT-90,KG,0.00,1378.68,0.00,0.00,480.00,661764.00
RCPT0000001523,27/09/2015,FGR001741,27/09/2015,FINISHED GOODS - SEC,CU0.8DCFINEPT-90,KG,0.00,297.00,0.00,0.00,480.00,142560.00
RCPT0000001523,27/09/2015,FGR001741,27/09/2015,FINISHED GOODS - SEC,CU0.83DCFINEPT-90,KG,0.00,75.00,0.00,0.00,480.00,36000.00
RCPT0000001524,27/09/2015,FGR001744,27/09/2015,FINISHED GOODS - SEC,CU0.125SSHFINEPT-,KG,0.00,501.14,0.00,0.00,495.00,248064.30
RCPT0000001524,27/09/2015,FGR001744,27/09/2015,FINISHED GOODS - SEC,CU31FCMEDPT-10,KG,0.00,575.03,0.00,0.00,200.00,115006.00
RCPT0000001524,27/09/2015,FGR001744,27/09/2015,FINISHED GOODS - SEC,CU35SSMEDPT-10,KG,0.00,2050.79,0.00,0.00,490.00,1004887.10
RCPT0000001524,27/09/2015,FGR001744,27/09/2015,FINISHED GOODS - SEC,CU42SSFINEPT-4,KG,0.00,573.90,0.00,0.00,490.00,281208.55
RCPT0000001524,27/09/2015,FGR001744,27/09/2015,FINISHED GOODS - SEC,CU41SSFINEPT-4,KG,0.00,590.97,0.00,0.00,490.00,289575.30
RCPT0000001524,27/09/2015,FGR001744,27/09/2015,FINISHED GOODS - SEC,CU0.23SSFINEPT-10,KG,0.00,1315.70,0.00,0.00,490.00,644690.55
RCPT0000001525,28/09/2015,FGR001747,28/09/2015,FINISHED GOODS - SEC,CU0.5DCMEDPT-45,KG,0.00,579.17,0.00,0.00,480.00,278001.60
RCPT0000001525,28/09/2015,FGR001747,28/09/2015,FINISHED GOODS - SEC,CU0.9DCMEDPT-45,KG,0.00,40.34,0.00,0.00,480.00,19365.60
RCPT0000001525,28/09/2015,FGR001747,28/09/2015,FINISHED GOODS - SEC,CU1DCMEDPT-45,KG,0.00,494.06,0.00,0.00,450.00,222324.75
RCPT0000001525,28/09/2015,FGR001747,28/09/2015,FINISHED GOODS - SEC,CU0.8DCMEDPT-45,KG,0.00,589.78,0.00,0.00,480.00,283096.80
RCPT0000001525,28/09/2015,FGR001747,28/09/2015,FINISHED GOODS - SEC,CU0.7DCMEDPT-45,KG,0.00,342.89,0.00,0.00,480.00,164587.20
RCPT0000001526,28/09/2015,,,FINISHED GOODS - SEC,CU1DCFINEPT90,KG,1.00,1.00,0.00,0.00,480.00,480.00
RCPT0000001527,28/09/2015,FGR001748,28/09/2015,FINISHED GOODS - SEC,CU38*4SSMEDPT-10,KG,0.00,202.70,0.00,0.00,490.00,99325.45
RCPT0000001527,28/09/2015,FGR001748,28/09/2015,FINISHED GOODS - SEC,CU38*3SSMEDPT-10,KG,0.00,108.21,0.00,0.00,490.00,53022.90
RCPT0000001527,28/09/2015,FGR001748,28/09/2015,FINISHED GOODS - SEC,CU0.15*2SSFINEPT-,KG,0.00,56.98,0.00,0.00,500.00,28490.00
RCPT0000001527,28/09/2015,FGR001748,28/09/2015,FINISHED GOODS - SEC,CU0.15*3SSFINEPT-,KG,0.00,297.54,0.00,0.00,500.00,148772.50
RCPT0000001527,28/09/2015,FGR001748,28/09/2015,FINISHED GOODS - SEC,CU26SSMEDPT-10,KG,0.00,34.92,0.00,0.00,490.00,17113.25
RCPT0000001528,28/09/2015,FGR001749,28/09/2015,FINISHED GOODS - SEC,CU0.6DCMEDPT-90,KG,0.00,736.30,0.00,0.00,480.00,353424.00
RCPT0000001529,28/09/2015,FGR001750,28/09/2015,FINISHED GOODS - SEC,CU16HCMEDM-266,KG,0.00,683.86,0.00,0.00,220.00,150449.20
RCPT0000001529,28/09/2015,FGR001750,28/09/2015,FINISHED GOODS - SEC,CU16MPMEDM-266,KG,0.00,476.12,0.00,0.00,470.00,223778.75
RCPT0000001529,28/09/2015,FGR001750,28/09/2015,FINISHED GOODS - SEC,CU15HCMEDM-266,KG,0.00,23.68,0.00,0.00,475.00,11250.38
RCPT0000001529,28/09/2015,FGR001750,28/09/2015,FINISHED GOODS - SEC,CU17MPMEDM-266,KG,0.00,483.24,0.00,0.00,470.00,227122.80
RCPT0000001529,28/09/2015,FGR001750,28/09/2015,FINISHED GOODS - SEC,CU18.5MPMEDM-266,KG,0.00,876.88,0.00,0.00,470.00,412133.60
RCPT0000001529,28/09/2015,FGR001750,28/09/2015,FINISHED GOODS - SEC,CU18MPMEDM-266,KG,0.00,582.16,0.00,0.00,470.00,273615.20
RCPT0000001529,28/09/2015,FGR001750,28/09/2015,FINISHED GOODS - SEC,CU35SSMEDPT-10,KG,0.00,681.56,0.00,0.00,490.00,333964.40
RCPT0000001529,28/09/2015,FGR001750,28/09/2015,FINISHED GOODS - SEC,CU31DCMEDPT-25,KG,0.00,670.19,0.00,0.00,460.00,308287.40
RCPT0000001529,28/09/2015,FGR001750,28/09/2015,FINISHED GOODS - SEC,CU34SSMEDPT-10,KG,0.00,1479.37,0.00,0.00,490.00,724891.30
RCPT0000001529,28/09/2015,FGR001750,28/09/2015,FINISHED GOODS - SEC,CU27MPMEDPT-25,KG,0.00,171.56,0.00,0.00,470.00,80635.55
RCPT0000001529,28/09/2015,FGR001750,28/09/2015,FINISHED GOODS - SEC,CU0.3FCMEDPT-25,KG,0.00,499.32,0.00,0.00,470.00,234680.40
RCPT0000001529,28/09/2015,FGR001750,28/09/2015,FINISHED GOODS - SEC,CU25MPMEDPT-25,KG,0.00,120.50,0.00,0.00,470.00,56635.00
RCPT0000001530,28/09/2015,FGR001751,28/09/2015,FINISHED GOODS - SEC,CU21.5HCMEDPT-25,KG,0.00,124.88,0.00,0.00,475.00,59318.00
RCPT0000001530,28/09/2015,FGR001751,28/09/2015,FINISHED GOODS - SEC,CU22HCMEDPT-25,KG,0.00,20.76,0.00,0.00,475.00,9858.62
RCPT0000001530,28/09/2015,FGR001751,28/09/2015,FINISHED GOODS - SEC,CU0.47SBMEDPT-25,KG,0.00,243.32,0.00,0.00,490.00,119226.80
RCPT0000001530,28/09/2015,FGR001751,28/09/2015,FINISHED GOODS - SEC,CU0.4SBMEDPT-25,KG,0.00,127.04,0.00,0.00,500.00,63517.50
RCPT0000001530,28/09/2015,FGR001751,28/09/2015,FINISHED GOODS - SEC,CU0.53DCFINEPT-25,KG,0.00,40.92,0.00,0.00,480.00,19641.60
RCPT0000001530,28/09/2015,FGR001751,28/09/2015,FINISHED GOODS - SEC,"CU20MPMEDPT-10""",KG,0.00,347.12,0.00,0.00,481.20,167031.74
RCPT0000001530,28/09/2015,FGR001751,28/09/2015,FINISHED GOODS - SEC,CU20HCMEDM-266,KG,0.00,312.50,0.00,0.00,500.00,156250.00
RCPT0000001530,28/09/2015,FGR001751,28/09/2015,FINISHED GOODS - SEC,CU0.56DCSBMEDPT-,KG,0.00,38.63,0.00,0.00,500.00,19315.00
RCPT0000001531,28/09/2015,FGR001751,28/09/2015,FINISHED GOODS - SEC,CU0.87DCFINEPT-,KG,0.00,1044.48,0.00,0.00,480.00,501350.40
RCPT0000001531,28/09/2015,FGR001751,28/09/2015,FINISHED GOODS - SEC,CU0.6DCFINEPT-45,KG,0.00,544.34,0.00,0.00,480.00,261283.20
RCPT0000001531,28/09/2015,FGR001751,28/09/2015,FINISHED GOODS - SEC,CU0.57MCFINEPT-45,KG,0.00,122.48,0.00,0.00,490.00,60015.20
RCPT0000001531,28/09/2015,FGR001751,28/09/2015,FINISHED GOODS - SEC,CU0.56DCSBMEDPT-,KG,0.00,20.69,0.00,0.00,500.00,10345.00
RCPT0000001531,28/09/2015,FGR001751,28/09/2015,FINISHED GOODS - SEC,CU0.55MCFINEPT-45,KG,0.00,122.08,0.00,0.00,230.00,28077.25
RCPT0000001531,28/09/2015,FGR001751,28/09/2015,FINISHED GOODS - SEC,CU0.6DCFINEPT-90,KG,0.00,244.76,0.00,0.00,480.00,117487.20
RCPT0000001531,28/09/2015,FGR001751,28/09/2015,FINISHED GOODS - SEC,CU0.4DCMEDPT-90,KG,0.00,19.28,0.00,0.00,480.00,9254.40
RCPT0000001531,28/09/2015,FGR001751,28/09/2015,FINISHED GOODS - SEC,CU0.95DCMEDPT-,KG,0.00,349.70,0.00,0.00,480.00,167856.00
RCPT0000001531,28/09/2015,FGR001751,28/09/2015,FINISHED GOODS - SEC,CU0.55DCFINEPT-45,KG,0.00,528.09,0.00,0.00,480.00,253483.20
RCPT0000001531,28/09/2015,FGR001751,28/09/2015,FINISHED GOODS - SEC,CU0.7DCMEDPT-90,KG,0.00,46.38,0.00,0.00,480.00,22264.80
RCPT0000001532,28/09/2015,FGR001752,28/09/2015,FINISHED GOODS - SEC,CU0.5DCFINEPT-90,KG,0.00,217.10,0.00,0.00,490.00,106376.55
RCPT0000001532,28/09/2015,FGR001752,28/09/2015,FINISHED GOODS - SEC,CU0.45DCFINEPT-90,KG,0.00,161.48,0.00,0.00,480.00,77512.80
RCPT0000001532,28/09/2015,FGR001752,28/09/2015,FINISHED GOODS - SEC,CU0.9DCMEDPT-90,KG,0.00,875.90,0.00,0.00,480.00,420432.00
RCPT0000001532,28/09/2015,FGR001752,28/09/2015,FINISHED GOODS - SEC,CU0.55DCFINEPT-90,KG,0.00,81.01,0.00,0.00,480.00,38884.80
RCPT0000001532,28/09/2015,FGR001752,28/09/2015,FINISHED GOODS - SEC,CU0.95DCMEDPT-90,KG,0.00,250.35,0.00,0.00,480.00,120168.00
RCPT0000001532,28/09/2015,FGR001752,28/09/2015,FINISHED GOODS - SEC,CU0.83DCFINEPT-90,KG,0.00,531.00,0.00,0.00,480.00,254880.00
RCPT0000001532,28/09/2015,FGR001752,28/09/2015,FINISHED GOODS - SEC,CU0.58DCMEDPT-90,KG,0.00,60.22,0.00,0.00,480.00,28905.60
RCPT0000001532,28/09/2015,FGR001752,28/09/2015,FINISHED GOODS - SEC,CU0.8DCFINEPT-90,KG,0.00,74.00,0.00,0.00,480.00,35520.00
RCPT0000001532,28/09/2015,FGR001752,28/09/2015,FINISHED GOODS - SEC,CU0.69MPFINEPT-90,KG,0.00,80.00,0.00,0.00,200.00,16000.00
RCPT0000001532,28/09/2015,FGR001752,28/09/2015,FINISHED GOODS - SEC,CU1.9MPMEDPT-180,KG,0.00,2587.00,0.00,0.00,470.00,1215890.00
RCPT0000001532,28/09/2015,FGR001752,28/09/2015,FINISHED GOODS - SEC,CU0.7MPMEDPT-90,KG,0.00,82.00,0.00,0.00,470.00,38540.00
RCPT0000001532,28/09/2015,FGR001752,28/09/2015,FINISHED GOODS - SEC,CU0.6MPFINEPT-90,KG,0.00,158.00,0.00,0.00,470.00,74260.00
RCPT0000001532,28/09/2015,FGR001752,28/09/2015,FINISHED GOODS - SEC,CU1.15DCFINEPT-,KG,0.00,190.00,0.00,0.00,480.00,91200.00
RCPT0000001532,28/09/2015,FGR001752,28/09/2015,FINISHED GOODS - SEC,CU0.8DCMEDPT-90,KG,0.00,168.70,0.00,0.00,460.00,77599.70
RCPT0000001533,29/09/2015,FGR001754,29/09/2015,FINISHED GOODS - SEC,CU0.14SSFINEPT-10,KG,0.00,461.94,0.00,0.00,500.00,230972.50
RCPT0000001533,29/09/2015,FGR001754,29/09/2015,FINISHED GOODS - SEC,CU0.23SSFINEPT-10,KG,0.00,35.52,0.00,0.00,490.00,17407.25
RCPT0000001533,29/09/2015,FGR001754,29/09/2015,FINISHED GOODS - SEC,CU0.1*4SSFINEPT-10,KG,0.00,146.51,0.00,0.00,500.00,73255.00
RCPT0000001534,29/09/2015,FGR001755,29/09/2015,FINISHED GOODS - SEC,CU0.15*3SSFINEPT-,KG,0.00,95.93,0.00,0.00,500.00,47965.00
RCPT0000001534,29/09/2015,FGR001755,29/09/2015,FINISHED GOODS - SEC,CU0.15*2SSFINEPT-,KG,0.00,29.06,0.00,0.00,500.00,14527.50
RCPT0000001535,29/09/2015,,,FINISHED GOODS - SEC,CU41SSFINEPT-4,KG,573.90,573.90,0.00,0.00,490.00,281208.55
RCPT0000001536,29/09/2015,,,FINISHED GOODS - SEC,CU42SSFINEPT-4,KG,590.97,590.97,0.00,0.00,490.00,289575.30
RCPT0000001537,29/09/2015,FGR001757,29/09/2015,FINISHED GOODS - SEC,CU23.5MPMEDPT-25,KG,0.00,209.86,0.00,0.00,470.00,98636.55
RCPT0000001537,29/09/2015,FGR001757,29/09/2015,FINISHED GOODS - SEC,CU24MPMEDPT-25,KG,0.00,192.48,0.00,0.00,470.00,90465.60
RCPT0000001537,29/09/2015,FGR001757,29/09/2015,FINISHED GOODS - SEC,CU38*3SSMEDPT-10,KG,0.00,155.18,0.00,0.00,490.00,76035.75
RCPT0000001537,29/09/2015,FGR001757,29/09/2015,FINISHED GOODS - SEC,CU0.18SSHFINEPT-,KG,0.00,136.51,0.00,0.00,495.00,67572.45
RCPT0000001537,29/09/2015,FGR001757,29/09/2015,FINISHED GOODS - SEC,CU30SSMEDPT-10,KG,0.00,71.24,0.00,0.00,490.00,34907.60
RCPT0000001537,29/09/2015,FGR001757,29/09/2015,FINISHED GOODS - SEC,CU38*4SSMEDPT-10,KG,0.00,156.62,0.00,0.00,490.00,76746.25
RCPT0000001537,29/09/2015,FGR001757,29/09/2015,FINISHED GOODS - SEC,CU0.14SSFINEPT-10,KG,0.00,57.00,0.00,0.00,500.00,28500.00
RCPT0000001537,29/09/2015,FGR001757,29/09/2015,FINISHED GOODS - SEC,CU23MPMEDPT-25,KG,0.00,402.08,0.00,0.00,470.00,188975.25
RCPT0000001537,29/09/2015,FGR001757,29/09/2015,FINISHED GOODS - SEC,CU36SSMEDPT-10,KG,0.00,213.52,0.00,0.00,490.00,104627.25
RCPT0000001537,29/09/2015,FGR001757,29/09/2015,FINISHED GOODS - SEC,CU39SSFINEPT-4,KG,0.00,52.74,0.00,0.00,490.00,25840.15
RCPT0000001537,29/09/2015,FGR001757,29/09/2015,FINISHED GOODS - SEC,CU0.27SSFINEPT-10,KG,0.00,166.58,0.00,0.00,490.00,81621.75
RCPT0000001537,29/09/2015,FGR001757,29/09/2015,FINISHED GOODS - SEC,CU0.193SSHFINEPT-,KG,0.00,32.14,0.00,0.00,495.00,15911.78
RCPT0000001537,29/09/2015,FGR001757,29/09/2015,FINISHED GOODS - SEC,CU36SSNYLONMEDPT-10,KG,0.00,11.05,0.00,0.00,100.58,1111.41
RCPT0000001537,29/09/2015,FGR001757,29/09/2015,FINISHED GOODS - SEC,CU0.23SSFINEPT-10,KG,0.00,130.28,0.00,0.00,490.00,63834.75
RCPT0000001538,29/09/2015,FGR001760,29/09/2015,FINISHED GOODS - SEC,CU2.24MCMEDPT-90,KG,0.00,346.36,0.00,0.00,490.00,169713.95
RCPT0000001538,29/09/2015,FGR001760,29/09/2015,FINISHED GOODS - SEC,CU1.9MPMEDPT-180,KG,0.00,1119.00,0.00,0.00,470.00,525930.00
RCPT0000001538,29/09/2015,FGR001760,29/09/2015,FINISHED GOODS - SEC,CU1.8MPMEDPT-90,KG,0.00,113.00,0.00,0.00,480.00,54240.00
RCPT0000001538,29/09/2015,FGR001760,29/09/2015,FINISHED GOODS - SEC,CU0.9MPFINEPT-90,KG,0.00,400.00,0.00,0.00,470.00,188000.00
RCPT0000001538,29/09/2015,FGR001760,29/09/2015,FINISHED GOODS - SEC,CU0.9DCMEDPT-90,KG,0.00,116.00,0.00,0.00,480.00,55680.00
RCPT0000001538,29/09/2015,FGR001760,29/09/2015,FINISHED GOODS - SEC,CU0.35MCFINEPT-90,KG,0.00,128.22,0.00,0.00,490.00,62830.25
RCPT0000001538,29/09/2015,FGR001760,29/09/2015,FINISHED GOODS - SEC,CU2DCMEDPT-90,KG,0.00,172.20,0.00,0.00,480.00,82653.60
RCPT0000001539,29/09/2015,,,FINISHED GOODS - SEC,CU0.72MPMEDPT-45,KG,80.30,80.30,0.00,0.00,470.00,37738.65
RCPT0000001540,29/09/2015,FGR001762,29/09/2015,FINISHED GOODS - SEC,CU0.3SSMEDPT-10,KG,0.00,203.17,0.00,0.00,490.00,99553.30
RCPT0000001541,30/09/2015,01RM000020,30/09/2015,FINISHED GOODS - SEC,CU0.6DCFINEPT-90,KG,478.77,478.77,0.00,0.00,480.00,229809.60
RCPT0000001541,30/09/2015,01RM000020,30/09/2015,FINISHED GOODS - SEC,CU0.58DCMEDPT-90,KG,31.35,31.35,0.00,0.00,480.00,15048.00
RCPT0000001541,30/09/2015,01RM000020,30/09/2015,FINISHED GOODS - SEC,CU0.35MCFINEPT-90,KG,68.62,68.62,0.00,0.00,490.00,33623.80
RCPT0000001542,30/09/2015,FGR001765,30/09/2015,FINISHED GOODS - SEC,CU0.58DCMEDPT-90,KG,0.00,29.22,0.00,0.00,480.00,14025.60
RCPT0000001542,30/09/2015,FGR001765,30/09/2015,FINISHED GOODS - SEC,CU0.5DCMEDPT-90,KG,0.00,43.82,0.00,0.00,480.00,21033.60
RCPT0000001543,30/09/2015,FGR001767,30/09/2015,FINISHED GOODS - SEC,"CU20MPMEDPT-10""",KG,0.00,131.53,0.00,0.00,481.20,63292.24
RCPT0000001543,30/09/2015,FGR001767,30/09/2015,FINISHED GOODS - SEC,CU16MPMEDM-266,KG,0.00,29.20,0.00,0.00,470.00,13724.00
RCPT0000001543,30/09/2015,FGR001767,30/09/2015,FINISHED GOODS - SEC,CU18MPMEDM-266,KG,0.00,80.10,0.00,0.00,470.00,37649.35
RCPT0000001543,30/09/2015,FGR001767,30/09/2015,FINISHED GOODS - SEC,CU0.6DCFINEPT-25,KG,0.00,41.64,0.00,0.00,470.00,19573.15
RCPT0000001543,30/09/2015,FGR001767,30/09/2015,FINISHED GOODS - SEC,CU21MPMEDPT-25,KG,0.00,335.49,0.00,0.00,200.00,67098.00
RCPT0000001543,30/09/2015,FGR001767,30/09/2015,FINISHED GOODS - SEC,CU1.05HCMEDM-266,KG,0.00,36.96,0.00,0.00,475.00,17553.62
RCPT0000001543,30/09/2015,FGR001767,30/09/2015,FINISHED GOODS - SEC,CU22.5MPMEDM-266,KG,0.00,17.43,0.00,0.00,470.00,8192.10
RCPT0000001543,30/09/2015,FGR001767,30/09/2015,FINISHED GOODS - SEC,CU19.5MPMEDPT-25,KG,0.00,88.10,0.00,0.00,470.00,41409.35
RCPT0000001543,30/09/2015,FGR001767,30/09/2015,FINISHED GOODS - SEC,CU19HCMEDM-266,KG,0.00,40.21,0.00,0.00,220.00,8846.20
RCPT0000001543,30/09/2015,FGR001767,30/09/2015,FINISHED GOODS - SEC,CU19MPMEDM-266,KG,0.00,166.54,0.00,0.00,470.00,78273.80
RCPT0000001543,30/09/2015,FGR001767,30/09/2015,FINISHED GOODS - SEC,CU0.55DCFinePT-25,KG,0.00,63.76,0.00,0.00,480.00,30602.40
RCPT0000001543,30/09/2015,FGR001767,30/09/2015,FINISHED GOODS - SEC,CU22MPMEDM-266,KG,0.00,300.34,0.00,0.00,470.00,141157.45
RCPT0000001543,30/09/2015,FGR001767,30/09/2015,FINISHED GOODS - SEC,CU0.11SSFINEPT-4,KG,0.00,6.26,0.00,0.00,490.00,3064.95
RCPT0000001543,30/09/2015,FGR001767,30/09/2015,FINISHED GOODS - SEC,CU43SSFINEPT-4,KG,0.00,46.90,0.00,0.00,490.00,22983.45
RCPT0000001543,30/09/2015,FGR001767,30/09/2015,FINISHED GOODS - SEC,CU43SSMEDPT-4,KG,0.00,244.08,0.00,0.00,490.00,119601.65
RCPT0000001543,30/09/2015,FGR001767,30/09/2015,FINISHED GOODS - SEC,"CU20.5MPMED PT-10""",KG,0.00,180.72,0.00,0.00,482.20,87145.60
RCPT0000001544,30/09/2015,FGR001768,30/09/2015,FINISHED GOODS - SEC,CU22MPMEDM-266,KG,0.00,39.35,0.00,0.00,470.00,18494.50
RCPT0000001544,30/09/2015,FGR001768,30/09/2015,FINISHED GOODS - SEC,CU22DCMEDPT-25,KG,0.00,9.96,0.00,0.00,500.00,4980.00
RCPT0000001544,30/09/2015,FGR001768,30/09/2015,FINISHED GOODS - SEC,CU26MPMEDPT-25,KG,0.00,31.84,0.00,0.00,200.00,6367.00
RCPT0000001544,30/09/2015,FGR001768,30/09/2015,FINISHED GOODS - SEC,CU29MPMEDPT-25,KG,0.00,13.79,0.00,0.00,200.00,2758.00
RCPT0000001544,30/09/2015,FGR001768,30/09/2015,FINISHED GOODS - SEC,CU25.5FCMEDPT-25,KG,0.00,38.50,0.00,0.00,470.00,18095.00
RCPT0000001544,30/09/2015,FGR001768,30/09/2015,FINISHED GOODS - SEC,CU28MPMEDPT-25,KG,0.00,32.04,0.00,0.00,470.00,15058.80
RCPT0000001544,30/09/2015,FGR001768,30/09/2015,FINISHED GOODS - SEC,CU23MPMEDPT-25,KG,0.00,142.60,0.00,0.00,470.00,67024.35
RCPT0000001544,30/09/2015,FGR001768,30/09/2015,FINISHED GOODS - SEC,CU27DCMEDPT-25,KG,0.00,9.20,0.00,0.00,480.00,4416.00
RCPT0000001544,30/09/2015,FGR001768,30/09/2015,FINISHED GOODS - SEC,CU25MPMEDPT-25,KG,0.00,218.60,0.00,0.00,470.00,102739.65
RCPT0000001544,30/09/2015,FGR001768,30/09/2015,FINISHED GOODS - SEC,CU0.3SBMEDPT-25,KG,0.00,20.21,0.00,0.00,500.00,10105.00
RCPT0000001544,30/09/2015,FGR001768,30/09/2015,FINISHED GOODS - SEC,CU0.6DCFINEPT-25,KG,0.00,22.53,0.00,0.00,470.00,10589.10
RCPT0000001544,30/09/2015,FGR001768,30/09/2015,FINISHED GOODS - SEC,CU23.5MPMEDPT-25,KG,0.00,54.64,0.00,0.00,470.00,25678.45
RCPT0000001544,30/09/2015,FGR001768,30/09/2015,FINISHED GOODS - SEC,CU27MPMEDPT-25,KG,0.00,58.28,0.00,0.00,470.00,27391.60
RCPT0000001545,30/09/2015,FGR001769,30/09/2015,FINISHED GOODS - SEC,CU24MPMEDPT-25,KG,0.00,179.91,0.00,0.00,470.00,84557.70
RCPT0000001545,30/09/2015,FGR001769,30/09/2015,FINISHED GOODS - SEC,CU0.32SSFINEPT-10,KG,0.00,4.52,0.00,0.00,490.00,2214.80
RCPT0000001545,30/09/2015,FGR001769,30/09/2015,FINISHED GOODS - SEC,CU0.53DCFINEPT-25,KG,0.00,15.00,0.00,0.00,480.00,7202.40
RCPT0000001545,30/09/2015,FGR001769,30/09/2015,FINISHED GOODS - SEC,CU30MPMEDPT-10,KG,0.00,15.96,0.00,0.00,470.00,7501.20
